@Right hand swipe left
-1,04659147049647
-0,113731028823556
-0,950436054141499
-0,287013361909879
-0,707189091563164
-0,570020758473798
0,793518106513656
-0,376368069153932
0,949331394955461
-0,237639466720313
1,01961792670559
-0,118962901468798
~
-1,04644559364455
-0,115537421599407
-0,948545389796536
-0,290476706585089
-0,704860210007322
-0,572091409815908
0,793422837006821
-0,375660497243268
0,94839751062816
-0,242567202844665
1,01743931589633
-0,121340709142914
~
-1,04591160847842
-0,117628648569826
-0,94832978697576
-0,291704465684845
-0,704491218675158
-0,573029776917311
0,793046712338661
-0,375735167528018
0,954391309982707
-0,249777615101859
1,02119884568481
-0,12480730895902
~
-1,04625381355031
-0,118180326038308
-0,95019296418833
-0,290688191210523
-0,704594434839967
-0,57259078372722
0,792020633633114
-0,376067575645959
0,956858989199727
-0,249127090019731
1,02722516648009
-0,127763578887324
~
-1,0479173301001
-0,119773433762957
-0,951399475745672
-0,290931466573491
-0,704082961422716
-0,573912866066867
0,790700239119899
-0,375009629050937
0,958323738969146
-0,244990494269019
1,03560221257587
-0,130792149702616
~
-1,04867629764788
-0,12042652104652
-0,953923191736198
-0,2910747693478
-0,70338516138274
-0,575033098064945
0,789644088383571
-0,372931606495309
0,963893731162532
-0,250252637384612
1,04087395270842
-0,132943989654781
~
-1,05054349109195
-0,119264180433901
-0,953900900336411
-0,291240729156388
-0,702715004711405
-0,575750592631121
0,79061230683632
-0,371875570238539
0,965151189318772
-0,25029401712658
1,04481872297857
-0,134274350645387
~
-1,05121577794877
-0,120408496332684
-0,953981599074333
-0,292128835265141
-0,702060113860192
-0,577317794517744
0,791533599972674
-0,373220208207434
0,966801048838175
-0,250947647433548
1,04805540224291
-0,135469627129697
~
-1,05181144051453
-0,121137374745189
-0,953044039427845
-0,293136676248749
-0,700809243837623
-0,578400354292259
0,791850622539282
-0,37404138404473
0,963882045600692
-0,248687092060256
1,04887314945573
-0,134005625294808
~
-1,05243251538709
-0,12260375129932
-0,954753893210128
-0,294202176786463
-0,698844391535979
-0,580706386080486
0,786436169492796
-0,366971621788772
0,938532826891042
-0,230328059152326
1,03264925264666
-0,127413321032165
~
-1,05340780992682
-0,124361066618339
-0,955728832127321
-0,294112173662323
-0,699385562893317
-0,58281760230364
0,775740344513259
-0,352893823891818
0,897626247544965
-0,199325901501511
0,964835547564678
-0,0954348872939865
~
-1,05428923662918
-0,126410595893641
-0,956347574867823
-0,296021508836457
-0,699107464550309
-0,585526537086951
0,766064404695125
-0,325546471509679
0,816290812309962
-0,125395482858315
0,844929382172433
-0,0582722891560811
~
-1,05498582933704
-0,12713426690535
-0,956671017841314
-0,296081505675307
-0,699319775285443
-0,586552488469235
0,757129588631932
-0,323122356895777
0,772901337371798
-0,237575463484241
